599,19.9%
600,19.9%
601,19.9%
602,19.9%
603,19.9%
604,19.9%
605,19.9%
606,19.9%
607,19.9%
608,19.9%
609,19.9%
610,19.9%
611,19.9%
612,19.9%
613,19.9%
614,19.9%
615,19.9%
616,20.0%
617,20.0%
618,20.0%
619,20.0%
620,20.0%
621,20.0%
622,20.0%
623,20.0%
624,20.0%
625,20.0%
626,20.0%
627,20.0%
628,20.0%
629,20.0%
630,20.0%
631,20.0%
632,20.0%
633,20.0%
634,20.0%
635,20.0%
636,20.0%
637,20.0%
638,20.0%
639,20.0%
640,20.0%
641,20.0%
642,20.0%
643,20.0%
644,20.0%
645,20.0%
646,20.0%
647,20.0%
648,20.0%
649,20.0%
650,20.0%
651,20.0%
652,20.0%
653,20.0%
654,20.0%
655,20.0%
656,20.0%
657,20.0%
658,20.0%
659,20.2%
660,20.2%
661,20.2%
662,20.2%
663,20.2%
664,20.2%
665,20.2%
666,20.2%
667,20.2%
668,20.2%
669,20.2%
670,20.2%
671,20.2%
672,20.2%
673,20.2%
674,20.2%
675,20.2%
676,20.2%
677,20.3%
678,20.3%
679,20.3%
680,20.3%
681,20.3%
682,20.3%
683,20.3%
684,20.3%
685,20.3%
686,20.3%
687,20.3%
688,20.3%
689,20.3%
690,20.3%
691,20.3%
692,20.3%
693,20.3%
694,20.3%
695,20.3%
696,20.3%
697,20.3%
698,20.3%
699,20.3%
700,20.3%
701,20.3%
702,20.3%
703,20.3%
704,20.3%
705,20.3%
706,20.3%
707,20.3%
708,20.3%
709,20.3%
710,20.3%
711,20.3%
712,20.3%
713,20.3%
714,20.3%
715,20.3%
716,20.4%
717,20.4%
718,20.4%
719,20.4%
720,20.4%
721,20.4%
722,20.4%
723,20.4%
724,20.4%
725,20.4%
726,20.4%
727,20.4%
728,20.4%
729,20.4%
730,20.4%
731,20.4%
732,20.5%
733,20.5%
734,20.5%
735,20.5%
736,20.5%
737,20.5%
738,20.5%
739,20.5%
740,20.6%
741,20.6%
742,20.6%
743,20.6%
744,20.6%
745,20.6%
746,20.6%
747,20.6%
748,20.6%
749,20.6%
750,20.6%
751,20.7%
752,20.7%
753,20.7%
754,20.7%
755,20.7%
756,20.7%
757,20.7%
758,20.8%
759,20.8%
760,20.8%
761,20.8%
762,20.8%
763,20.8%
764,20.8%
765,20.8%
766,20.8%
767,20.8%
768,20.8%
769,20.8%
770,20.9%
771,20.9%
772,20.9%
773,20.9%
774,20.9%
775,20.9%
776,20.9%
777,20.9%
778,20.9%
779,20.9%
780,20.9%
781,20.9%
782,20.9%
783,21.0%
784,21.0%
785,21.0%
786,21.0%
787,21.0%
788,21.0%
789,21.0%
790,21.1%
791,21.1%
792,21.1%
793,21.1%
794,21.1%
795,21.1%
796,21.1%
797,21.1%
798,21.1%
799,21.2%
800,21.2%
801,21.2%
802,21.2%
803,21.2%
804,21.2%
805,21.2%
806,21.2%
807,21.2%
808,21.2%
809,21.2%
810,21.2%
811,21.2%
812,21.2%
813,21.2%
814,21.2%
815,21.2%
816,21.2%
817,21.3%
818,21.3%
819,21.3%
820,21.3%
821,21.3%
822,21.3%
823,21.3%
824,21.3%
825,21.3%
826,21.3%
827,21.4%
828,21.4%
829,21.4%
830,21.4%
831,21.4%
832,21.4%
833,21.4%
834,21.4%
835,21.4%
836,21.4%
837,21.4%
838,21.4%
839,21.4%
840,21.4%
841,21.4%
842,21.4%
843,21.4%
844,21.4%
845,21.4%
846,21.4%
847,21.4%
848,21.4%
849,21.4%
850,21.4%
851,21.4%
852,21.4%
853,21.4%
854,21.4%
855,21.4%
856,21.4%
857,21.4%
858,21.4%
859,21.4%
860,21.4%
861,21.4%
862,21.4%
863,21.4%
864,21.4%
865,21.4%
866,21.4%
867,21.4%
868,21.4%
869,21.4%
870,21.4%
871,21.4%
872,21.4%
873,21.4%
874,21.4%
875,21.4%
876,21.4%
877,21.4%
878,21.4%
879,21.4%
880,21.4%
881,21.4%
882,21.4%
883,21.4%
884,21.4%
885,21.4%
886,21.4%
887,21.4%
888,21.4%
889,21.4%
890,21.4%
891,21.4%
892,21.5%
893,21.5%
894,21.5%
895,21.5%
896,21.5%
897,21.5%
898,21.5%
899,21.5%
900,21.5%
901,21.5%
902,21.5%
903,21.5%
904,21.5%
905,21.5%
906,21.5%
907,21.5%
908,21.5%
909,21.5%
910,21.5%
911,21.5%
912,21.5%
913,21.5%
914,21.5%
915,21.5%
916,21.5%
917,21.5%
918,21.5%
919,21.5%
920,21.5%
921,21.5%
922,21.5%
923,21.5%
924,21.5%
925,21.5%
926,21.5%
927,21.5%
928,21.5%
929,21.5%
930,21.5%
931,21.5%
932,21.5%
933,21.5%
934,21.5%
935,21.5%
936,21.5%
937,21.5%
938,21.5%
939,21.5%
940,21.5%
941,21.6%
942,21.6%
943,21.6%
944,21.6%
945,21.6%
946,21.6%
947,21.6%
948,21.6%
949,21.6%
950,21.6%
951,21.7%
952,21.7%
953,21.7%
954,21.7%
955,21.7%
956,21.8%
957,21.8%
958,21.8%
959,21.8%
960,21.8%
961,21.8%
962,21.8%
963,21.8%
964,21.8%
965,21.8%
966,21.8%
967,21.8%
968,21.8%
969,21.8%
970,21.8%
971,21.8%
972,22.2%
973,22.2%
974,22.2%
975,22.2%
976,22.2%
977,22.2%
978,22.2%
979,22.2%
980,22.2%
981,22.2%
982,22.2%
983,22.2%
984,22.2%
985,22.2%
986,22.2%
987,22.2%
988,22.2%
989,22.3%
990,22.3%
991,22.3%
992,22.3%
993,22.3%
994,22.3%
995,22.3%
996,22.3%
997,22.3%
998,22.3%
999,22.3%
1000,22.3%
1001,22.3%
1002,22.3%
1003,22.3%
1004,22.3%
1005,22.3%
1006,22.3%
1007,22.3%
1008,22.3%
1009,22.3%
1010,22.3%
1011,22.3%
1012,22.3%
1013,22.4%
1014,22.4%
1015,22.4%
1016,22.4%
1017,22.4%
1018,22.4%
1019,22.4%
1020,22.4%
1021,22.4%
1022,22.4%
1023,22.4%
1024,22.4%
1025,22.4%
1026,22.4%
1027,22.4%
1028,22.4%
1029,22.4%
1030,22.4%
1031,22.4%
1032,22.4%
1033,22.4%
1034,22.4%
1035,22.4%
1036,22.4%
1037,22.4%
1038,22.4%
1039,22.4%
1040,22.4%
1041,22.4%
1042,22.4%
1043,22.4%
1044,22.4%
1045,22.4%
1046,22.4%
1047,22.4%
1048,22.4%
1049,22.4%
1050,22.4%
1051,22.4%
1052,22.4%
1053,22.4%
1054,22.4%
1055,22.4%
1056,22.4%
1057,22.4%
1058,22.4%
1059,22.4%
1060,22.4%
1061,22.4%
1062,22.4%
1063,22.4%
1064,22.4%
1065,22.4%
1066,22.5%
1067,22.5%
1068,22.5%
1069,22.5%
1070,22.5%
1071,22.5%
1072,22.5%
1073,22.5%
1074,22.5%
1075,22.5%
1076,22.5%
1077,22.5%
1078,22.5%
1079,22.5%
1080,22.5%
1081,22.5%
1082,22.5%
1083,22.5%
1084,22.5%
1085,22.5%
1086,22.5%
1087,22.5%
1088,22.5%
1089,22.5%
1090,22.5%
1091,22.5%
1092,22.5%
1093,22.5%
1094,22.5%
